borough,name,gx_location,lat,lon,citymap_location,materials_accepted,days,hours,months_of_operation,Requirements,organizer,composted_by,website,site_type,container_type,nyc_compost,nyc_compost.href
QN,LIC Roots Community Garden,"47-08 30th Street, 11101",,,http://gis.nyc.gov/doitt/nycitymap/?searchType=BblSearch&borough=Queens&block=115&lot=163&Submit3=Go,garden trimmings,,,,,,,,Community Garden,enclosed bins,no,
QN,Long Island City Community Garden,"49th Ave between Vernon Blvd and 5th St, Long Island City, NY 11101
(40.74828999988375, -73.94114000021068)",40.74829,-73.94114,"http://gis.nyc.gov/doitt/nycitymap/?z=10&p=996849,210135&c=GISBasic&s=i:49+AVENUE,VERNON+BOULEVARD,QUEENS",food scraps,email licgardencompost@gmail.com for info,,Year Round,food scrap drop off during designated collection times only; email licgardencompost@gmail.com for info,Long Island City Community Garden,Long Island City Community Garden,,,,,
QN,Lutheran School of Flushing and Bayside,"36-02 Bell Boulevard, 11361",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1046992,219083&c=GISBasic&s=a:36-02,BELL+BOULEVARD,QUEENS","leaves, garden trimmings, food scraps",,,,,,,http://lsfb.org/LSFBWebsite/Welcome.html,NYC Schools (K-12),enclosed bin,n/a,
QN,McIntosh Neighborhood Association Garden,"25-16 McIntosh Street, 11369",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1020399,217673&c=GISBasic&s=a:25-16,MCINTOSH+STREET,QUEENS","garden trimmings, food scraps, leaves",,,,,,,http://bqlt.org/Gardens/BQLTGardens/index.php?gIndex=19,Community Garden,enclosed bins,n/a,
QN,McKinley's Children's Garden,"109th Avenue b/t Union Hall Street and 160th Street, 11433",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1042205,192405&c=GISBasic&s=i:109+AVENUE,UNION+HALL+STREET,QUEENS","leaves, garden trimmings",,,,,,,,organization,"open pile, enclosed bins",n/a,
QN,Merrick-Marsden Neighbors Association Garden,"11818–11820 Merrick Boulevard, 11377",,,"http://gis.nyc.gov/doitt/nycitymap/?z=8&p=1012916,212736&c=GISBasic&s=i:35+AVENUE,69+STREET,QUEENS",garden trimmings,,,,,,,,Community Garden,enclosed bins,no,
QN,New Life Community Farm,"88-38 80th Street, 11421",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1022627,190315&c=GISBasic&s=a:88-38,80+STREET,QUEENS","garden trimmings, leaves, food scraps",,,,,,,,Community Garden,"2 or 3 bin, enclosed bins",n/a,
QN,New Life Community Farm,"144-39 Gravett Road, 11367",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1033146,207500&c=GISBasic&s=a:144-39,GRAVETT+ROAD,QUEENS","leaves, garden trimmings, food scraps",,,,,,,,NYC Schools (K-12),enclosed bin,n/a,
QN,Queens Botanical Garden,"43-50 Main Street, 11355",,,http://gis.nyc.gov/doitt/nycitymap/?searchType=BblSearch&borough=Queens&block=5107&lot=200&Submit3=Go,"leaves, garden trimmings, food scraps",,,,,,,http://www.queensbotanical.org/education/56847/composting,Institution,"open bin, enclosed bin, worm bins, 2 or 3 bin",no,
QN,Queens College Garden,"65-30 Kissena Blvd, 11367",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1035197,207456&c=GISBasic&s=a:65-30,KISSENA+BOULEVARD,QUEENS","leaves, garden trimmings, food scraps",,,,,,,http://www.qc.cuny.edu/Pages/home.aspx,Institution,enclosed bins,n/a,
QN,Queens County Farm Museum,"73-50 Little Neck Parkway, Floral Park, NY 11004-1129
(40.748013882013595, -73.71942969880695)",40.74801388,-73.7194297,http://gis.nyc.gov/doitt/nycitymap/?searchType=BblSearch&borough=Queens&block=8401&lot=1&Submit3=Go,food scraps,Monday - Sunday,10 am – 4:30 pm,,"food scrap drop off only when farm stand in operation; look for the bin and the ""What to Compost"" sign",Queens County Farm Museum,Queens County Farm Museum,http://www.queensfarm.org/,Institution,open windrows,no,
QN,Ravenswood NYCHA Resident Green Committee,"21st Street and 35th Avenue, 11106",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1002149,216666&c=GISBasic&s=i:21+STREET,35+AVENUE,QUEENS","leaves, garden trimmings",,,,,,,http://greennycha.org/,Residential,open pile,n/a,
QN,Rockaway Hip Hop Community Garden,"Rockaway Beach Boulevard at 59th Street, 11691",,,,"garden trimmings, leaves, food scraps",,,,,,,,Community Garden,"2 or 3 bin, enclosed bins",n/a,
QN,Rockaway Resource Recovery,"Beach 97th Street and Rockaway Freeway, 11693",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1034429,152746&c=GISBasic&s=i:BEACH+97+STREET,ROCKAWAY+FREEWAY,QUEENS",leaves,,,,,,,http://ioby.org/project/rockaway-resource-recovery-compost-garden,organization,"open pile, enclosed bins",n/a,
QN,Smiling Hogshead Ranch,"47-26 Davis Court, 11101",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=999916,209832&c=GISBasic&s=a:47-26,DAVIS+COURT,QUEENS","garden trimmings, leaves, food scraps",,,,,,,http://getdirtynyc.com/garden/smiling-hogshead-ranch/,Community Garden,"open window, enclosed bins, open pile",no,
QN,Socrates Sculpture Park Greenmarket,"32-01 Vernon Boulevard, Long Island City, NY 11106
(40.76764885342166, -73.93609480317753)",40.76764885,-73.9360948,"http://gis.nyc.gov/doitt/nycitymap/?z=8&p=1001742,218692&c=GISBasic&s=a:32-01,VERNON+BOULEVARD,QUEENS",food scraps,Saturdays,9 am – 12 pm,,food scrap drop off only when farmers market is in operation,Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,http://www.socratessculpturepark.org/,Park,"2-3 bin, open pile",no,
QN,Soloman Schecter,"P.O. Box 90065, 11690",,,,"leaves, garden trimmings, food scraps",,,,,,,,NYC Schools (K-12),enclosed bin,n/a,
QN,St John's University,"8000 Utopia Parkway, 11432",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1041166,202449&c=GISBasic&s=a:80-00,UTOPIA+PARKWAY,QUEENS","leaves, food scraps, garden trimmings",,,,,,,http://www.stjohns.edu/about/general/directions/directions/queens,Institution,"2 or 3 bin, open pile/bin, enclosed bins",n/a,
QN,"St Mark's Compost Program, St. Marks Church","33-50 82nd Street, 11372",,,http://gis.nyc.gov/doitt/nycitymap/?searchType=BblSearch&borough=Queens&block=1254&lot=32&Submit3=Go,"leaves, food scraps",,,,,,,http://saintmarks.net,Institution,"open pile/bin, enclosed bins",yes dsny compost giveback,http://www.nyc.gov/html/nycwasteless/html/compost/collections_givebacks.shtml
QN,Steinway Library,"21-45 31 Street, Astoria, NY 11105
(40.77617000044535, -73.90902999973457)",40.77617,-73.90903,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1009335,222304&c=GISBasic&s=a:21-45,31+STREET,QUEENS","leaves, garden trimmings, food scraps",Tuesdays,4 pm – 5 pm,,"for most current information, please email wqnscompost@gmail.com",Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,http://bignyc.org/western-queens-compost-initiative,organization,enclosed bin,n/a,
QN,Sunnyside Gardens Community Garden,"48-21 39th Avenue, 11104",,,http://gis.nyc.gov/doitt/nycitymap/?searchType=BblSearch&borough=Queens&block=123&lot=44&Submit3=Go,garden trimmings,,,,,,,http://www.sunnysidegardenspark.org,Community Garden,"2 or 3 bin, enclosed bins",no,
QN,Sunnyside Greenmarket,"43rd St &amp; Skillman Ave, Sunnyside, NY 11104
(40.743759999624444, -73.9216400002856)",40.74376,-73.92164,http://gis.nyc.gov/doitt/nycitymap/?searchType=IntersectionSearch&crossStreetOne=43rd+St&crossStreetTwo=Skillman+Ave&borough=Queens&Submit4=Go,food scraps,Saturdays,9 am – 12 pm,,food scrap drop off only when farmers market is in operation,Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,http://www.nyc.gov/html/nycwasteless/html/compost/compostproj_orp_program.shtml,,,,
QN,The Compost Collective,"50 Ascan Avenue, 11375",,,"http://gis.nyc.gov/doitt/nycitymap/?z=8&p=1028194,200307&c=GISBasic&s=a:50,ASCAN+AVENUE,QUEENS","leaves, garden trimmings, food scraps",,,,,,,,Institution,enclosed bin,no,
QN,The Windsor Co-op,"72-17 34th Avenue, 11372",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1013642,213659&c=GISBasic&s=a:72-17,34+AVENUE,QUEENS","leaves, garden trimmings, food scraps",,,,,,,,Residential,"open pile, enclosed bin",n/a,
QN,Tu Ha'Aretz CSA at Forest Hills Jewish Center,"106-06 Queens Blvd, 11375",,,"http://maps.nyc.gov/doitt/nycitymap/?z=8&p=1026517,202225&c=GISBasic&s=a:106-06,QUEENS+BOULEVARD,QUEENS","leaves, garden trimmings, food scraps",,,,,,,http://http//www.fhjc.org/,organization,enclosed bin,n/a,
QN,Two Coves Community Garden,"11-01 30th Avenue
Astoria, NY 11104
(40.77205438915846, -73.93211351051998)",40.77205439,-73.93211351,"http://gis.nyc.gov/doitt/nycitymap/?z=8&p=1002982,220679&c=GISBasic&s=l:QUEENS,508,20,PLUTO",food scraps,garden open hours,,,"for most current information, please email wqnscompost@gmail.com",NYC Compost Project Local Organics Recovery Program,Western Queens Compost Initiative  through the NYC Compost Project Local Organics Recovery Program,http://www.nyc.gov/html/nycwasteless/html/compost/compostproj_orp_program.shtml,,,,
QN,Two Coves Community Garden,"11-01 30th Avenue, 11102",,,http://gis.nyc.gov/doitt/nycitymap/?searchType=BblSearch&borough=Queens&block=508&lot=20&Submit3=Go,"leaves, garden trimmings, food scraps",,,,,,,http://www.twocovescommunitygarden.org,Community Garden,"2 or 3 bin, open pile/bin, enclosed bins",no,
SI,St. George Greenmarket,"St. Mark Place &amp; Hyatt St.
Staten Island, NY 10301
(40.631469999640956, -74.09150999988645)",40.63147,-74.09151,"http://gis.nyc.gov/doitt/nycitymap/?z=8&p=962631,173033&c=GISBasic&s=i:ST+MARK+PLACE,HYATT+STREET,STATEN+ISLAND",food scraps,Saturdays,8 am – 1:00 pm,(May 12-Nov 17 2012),check website for specific food scrap drop-off requirements and schedule updates,DSNY & GrowNYC Food Scrap Drop-Off Program,NYC Department of Sanitation,http://www.nyc.gov/html/nycwasteless/html/compost/compostproj_orp_program.shtml,,,,
SI,Staten Island Mall Greenmarket,"2655 Richmond Ave (Parking lot)&nbsp;
Staten Island, NY 10315
(40.64244000010609, -74.07527999967209)",40.64244,-74.07528,"http://gis.nyc.gov/doitt/nycitymap/?z=8&p=938176,151310&c=GISBasic&s=a:2655,RICHMOND+AVENUE,STATEN+ISLAND",food scraps,Saturdays,9 am – 1 pm,(June 23-Dec 22 2012),check website for specific food scrap drop-off requirements and schedule updates,DSNY & GrowNYC Food Scrap Drop-Off Program,NYC Department of Sanitation,http://www.nyc.gov/html/nycwasteless/html/compost/compostproj_orp_program.shtml,,,,
