"Site ID","Name of Site","Authored By","User ID","Authored On","Last Edited","Primary Term","Icon","Tags","Description","Language","Appointment Needed","Children Welcome","Volunteer","Details of Volunteer Opportunities","Accessible by public transport","Public Transit Directions","Telephone","Site Email","Free entry","Entry cost","Web Address","Wheelchair Accessible","Street location","Additional","City","Province","Country","Postal Code","Latitude","Longitude","Maps","Map IDs","Public Site","Contributor Directly Involved In Site","Contributor Name","Contributor Email","Image","Image caption or credit","Video","Video caption or credit","Awaiting Approval","Published"
"23113","Taqwa Community Farm","Melanie Reed","4617","07/18/2011 - 09:55","03/10/2012 - 17:21","Organic/Local Food","Organic/Local Food, Community Garden, Composting Site, Green Technology","","This urban farm cultivates organic produce and utilizes a rainwater collection system.  There are over 100 families that have garden plots in the Taqwa Community Farm. In 1999 the gardeners produced over 5,000 pounds of organic food, half of which was donated through Taqwa’s own Grow and Give program.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","90 West 164th Street","","Bronx","New York","United States","10452","40.832514","-73.928864","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23114","Tremont Community Garden","Melanie Reed","4617","07/18/2011 - 10:05","07/18/2011 - 10:05","Community Garden","Community Garden, Composting Site","","Tremont Community Garden in the Tremont section of the Bronx includes raised planting beds where gardeners grow an assortment of fruits and vegetables. The garden was started in 1983 by a dedicated resident with the help of Green Thumb, a division of the Parks and Recreation Department that works with neighborhood groups to create and maintain community gardens. Celebrations for holidays and neighborhood meetings are held at the garden, which was permanently protected by the Trust for Public Land.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","East 178th Street and LaFontaine Avenue","","Bronx","New York","United States","10457","40.847265","-73.893876","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23115","John F. Kennedy High School's Enchanted Garden","Melanie Reed","4617","07/18/2011 - 10:14","07/18/2011 - 10:14","School","Community Garden, School, Composting Site","","JFK High School's garden composts leaves, garden trimmings, food scraps.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","99 Terrace View Avenue","","Bronx","New York","United States","10463","40.877070","-73.912617","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23116","Brook Park","Melanie Reed","4617","07/18/2011 - 10:30","03/10/2012 - 17:21","Park/Recreation Area","Park/Recreation Area, Composting Site","","This park has compost bins for leaves, garden trimmings.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Brook Avenue and East 141st Street","","Bronx","New York","United States","10454","40.809576","-73.918051","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23117","Bartow-Pell Mansion Museum","Melanie Reed","4617","07/18/2011 - 10:34","03/10/2012 - 17:21","Park/Recreation Area","Park/Recreation Area, Museum, Composting Site, Landmark","","Both a New York City and a National Landmark, Bartow-Pell Mansion Museum is home to one of the most beautifully situated historic houses in the city. The museum welcomes thousands of visitors each year for guided and group tours, education programs for children, garden strolls and trail hikes, and a variety of special events.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","895 Shore Road","","Bronx","New York","United States","10464","40.871927","-73.805501","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23118","Friends of Van Cortlandt Park Demo Site","Melanie Reed","4617","07/18/2011 - 10:53","03/10/2012 - 17:21","Park/Recreation Area","Park/Recreation Area, Significant Organization/Agency, Composting Site","","The Friends of Van Cortlandt Park, working in partnership with the Parks Department, is committed to supporting the conservation and improvement of Van Cortlandt Park.  FVCP provides essential services such as offering ongoing high-quality education and stewardship programs, working to identify community needs and empowering residents by giving them a means to improve park conditions","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Mosholu Avenue","","Bronx","New York","United States","10463","40.905144","-73.901576","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23119","Van Cortlandt Village CSA at Amalgamated Housing","Melanie Reed","4617","07/18/2011 - 11:10","07/18/2011 - 11:10","Significant Organization/Agency","Significant Organization/Agency, Composting Site","","Founded in 1927, Amalgamated is the oldest limited equity housing cooperative in the United States, providing affordable housing and a strong community for 1500 moderate-income families.  The Van Cortlandt Village Community Supported Agriculture (CSA) program at this co-op is part of Just Food, an organization designed to work with local farmers and NYC communities to build a more just and sustainable food system.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","98 Van Cortlandt Park South","","Bronx","New York","United States","10463","40.885018","-73.891675","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23120","Albert Einstein College of Medicine","Melanie Reed","4617","07/18/2011 - 11:29","07/18/2011 - 11:29","School","School, Composting Site","","This school has compost bins for garden trimmings, food scraps","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","1925 Eastchester Road","","Bronx","New York","United States","10461","40.851971","-73.844246","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23121","Bon Secours New York Health Systems/Schervier Garden","Melanie Reed","4617","07/18/2011 - 11:38","03/10/2012 - 17:21","Hospital","Significant Organization/Agency, Community Garden, Hospital, Composting Site, Senior Friendly Site","","The Schervier Community Garden is funded by a grant from the Bon Secours Mission Fund that provides a means to foster relationships among diverse members of the community. The community garden, on the grounds of the nursing home, is shared by community seniors, nursing home residents, recipients of two community kitchens, disadvantaged teens and young adults from two community organizations, and developmentally disabled youth from an occupational training center. Education and horticultural therapy are offered to all participants. The Schervier Community Garden is a model of a sustainable, intergenerational, community partnership.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","2995 Independence Avenue","","Bronx","New York","United States","10463","40.881723","-73.918119","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23122","6th Ave / 15th Street Green Community Garden","Melanie Reed","4617","07/18/2011 - 11:52","07/18/2011 - 11:52","Community Garden","Community Garden, Composting Site","","6/15 Green is a community garden in South Park Slope committed to promoting a cleaner and safer neighborhood through the creation and maintenance of a community open space for cultural, agricultural and educational purposes. As well as, to stimulate and encourage community participation in the planning, development, use & maintenance of other green spaces.  Local residents can recycle their kitchen scraps and organic waste at the composting site during our open hours April-October, Saturdays 10am-2pm, Sundays 4pm- 8pm and Thursday 6pm-8pm or whenever the gate is open. Gardeners combine leaves, manure and hay from local stables with the kitchen scraps to produce a high nutrient soil. Our composting program is supported by the NYC Sierra Club and Bklyn GreenBridge.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","274 15th Street","","Brooklyn","New York","United States","11215","40.664365","-73.987406","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23123","Boardwalk Community Garden","Melanie Reed","4617","07/18/2011 - 11:56","07/18/2011 - 11:56","Community Garden","Community Garden, Composting Site","","This community garden has bins for composting leaves, garden trimmings, food scraps.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","3001 West 22nd Street","","Brooklyn","New York","United States","11224","40.574277","-73.988667","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23124","BRM Bed Stuy Farm","Melanie Reed","4617","07/18/2011 - 11:59","03/10/2012 - 17:21","Organic/Local Food","Significant Organization/Agency, Organic/Local Food, Composting Site","","In 2005, BRM created partnerships with the New York City environmental and food justice organizations to break ground on an abandoned lot behind the Mission in order to grow fruits and vegetables for pantry recipients. The site, once a neighborhood garbage dump, was transformed into an urban oasis that has served several hundred people since its creation. The farm has become a community gathering space and a classroom to teach neighborhood youth about food growing and community service.  Fresh healthy produce is grown on this lot in Bedford-Stuyvesant for distribution in the Brooklyn Rescue Mission food pantry.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","255 Bainbridge Street","","Brooklyn","New York","United States","11223","40.681861","-73.926848","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23125","Brooklyn Bears Carlton Avenue Garden","Melanie Reed","4617","07/18/2011 - 12:05","07/18/2011 - 12:05","Community Garden","Community Garden, Composting Site","","This community garden has compost bins for leaves, garden trimmings, food scraps.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Carlton Avenue","","Brooklyn","New York","United States","11238","40.683759","-73.970980","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23126","Bushwick City Farm","Melanie Reed","4617","07/18/2011 - 12:15","03/10/2012 - 17:21","Organic/Local Food","Eco Club/Organization, Significant Organization/Agency, Organic/Local Food, Volunteer Site, Composting Site","","Bushwick City Farm is a network of open spaces run by neighborhood volunteers that provide free food, clothing, and educational programs for the community.  The farms create a unique opportunity to experience active models of responsible food production. In addition to the farming practices at the farm's main locations, they help build and maintain vegetable gardens for local public schools, host school field trips and youth service groups, hold free beginner's english classes, and coordinate with local businesses to distribute bread and fresh produce donations.  All help received by the farm is on a volunteer basis.  All materials used are recovered from the garbage or paid for by individual donations. 
Open Saturday and Sundays 12:30 - Sundown and volunteers are needed! New location under development in a huge lot at 354 Stockton St. Brooklyn will have another compost bin there in the next few months.","","Appointment not needed","Not child friendly","Volunteer Opportunities are Available","","Not accessible by public transport","","","","Free entry","","","Not accessible","897 Broadway","","Brooklyn","New York","United States","11206","40.698100","-73.936779","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23127","Compost for Brooklyn","Melanie Reed","4617","07/18/2011 - 12:23","03/10/2012 - 17:21","Significant Organization/Agency","Significant Organization/Agency, Organic/Local Food, Volunteer Site","","Compost for Brooklyn empowers city residents to sustainably reduce waste and cultivate healthy urban ecosystems. They pursue this by offering free community composting, planting native plant gardens, and teaching workshops in local schools and organizations. Come drop off your food scraps, garden, meet your neighbors, and relax!
THURSDAYS: 5:00 – 7:00 PM
SATURDAYS: 10:00 AM – 12:00 PM
SUNDAYS: 2:00 – 5:00 PM","","Appointment not needed","Not child friendly","Volunteer Opportunities are Available","","Not accessible by public transport","","","compostforbrooklyn@gmail.com","Free entry","","http://compostforbrooklyn.org/","Not accessible","Newkirk Avenue and East 8th Street","","Brooklyn","New York","United States","11230","40.632917","-73.968894","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23129","Crow Hill Community Garden","Melanie Reed","4617","07/18/2011 - 12:36","07/18/2011 - 12:36","Community Garden","Community Garden, Composting Site","","This community garden has bins for recycling leaves, garden trimmings, food scraps","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Franklin Avenue","","Brooklyn","New York","United States","11238","40.680663","-73.955577","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23130","David Foulke Memorial Garden","Melanie Reed","4617","07/18/2011 - 12:40","07/18/2011 - 12:40","Community Garden","Community Garden, Composting Site","","In 1971, this vacant lot was a dumping ground for garbage and an illegal parking lot. The 200 Bergen Street Block Association organized local residents to clean up the site and create a neighborhood vest pocket park, which at first consisted of a modest vegetable garden. In 1980, working with the Magnolia Tree Earth Center of Bedford Stuyvesant, the association and residents created the garden current landscaped design. The garden was transformed into a beautiful flower garden and woodland area by neighborhood resident David Foulke who has passed on. Community and block residents continue to carry on the legacy.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","250 Bergen Street","","Brooklyn","New York","United States","11217","40.683999","-73.983750","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23131","East 4th Street Community Garden","Melanie Reed","4617","07/18/2011 - 12:51","07/18/2011 - 12:51","Community Garden","Community Garden, Composting Site","","The dedicated local residents of the East Fourth Street Garden Association have tended this site, formerly known as the Windsor Terrace Kensington Veterans Memorial Garden, since they first organized it in 1979. The garden, incorporated in 1981, has come to serve a central role as a gathering place in this community. The East Fourth Street garden has funded its operations and special projects through dues collection, flea markets, and two Mollie Parnis Dress Up Your Neighborhood Awards.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","179 East 4th Street,","","Brooklyn","New York","United States","11218","40.648074","-73.977033","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23132","East New York Farms! UCC Youth Garden","Melanie Reed","4617","07/18/2011 - 12:57","06/25/2013 - 15:47","Organic/Local Food","Farmers/Local Market, Organic/Local Food, Composting Site","","The mission of the East New York Farms Project is to organize youth and adults to address food justice in our community by promoting local sustainable agriculture and community-led economic development.  East New York Farms! is a project of the United Community Centers in partnership with local residents. The East New York Farmers Market is a community-run market including 23 local gardeners, 3 regional farmers, and 11 local vendors, serving over 14,000. East New York Farms! grows fresh food for our community and provides support to help others do the same. They manage two urban farms--the UCC Youth Farm and Hands and Heart Garden-- and work with an ever-growing network of gardeners representing backyard gardens and many of the over 60 community gardens throughout East New York. ENYF! is launching a youth compost challenge to educate youth farmers about compost.  2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","718-649-7979","","Free entry","","http://www.eastnewyorkfarms.org/index.php","Not accessible","613 New Lots Avenue","","Brooklyn","New York","United States","11207","40.664882","-73.886715","NYC Energy, NYC Compost Green Map","22599, 366","Yes","No","","","","","","","","Yes"
"23133","Eldert Street Garden","Melanie Reed","4617","07/18/2011 - 13:01","07/18/2011 - 13:01","Community Garden","Significant Organization/Agency, Organic/Local Food, Community Garden, Composting Site","","Eldert Street CSA is a Mutually beneficial partnership between Nolasco Farm in Andover, NJ and the Bushwick community.  CSA members purchase a ""Share"" of the farms harvest at the beginning of the season, providing a stable and secure financial base for our farmer, and in return members receive a weekly share of the farm's bounty, as well as the satisfaction gained from supporting and knowing your local farmers!
Weekly from June through October, Nolasco Farm will deliver shares of their harvest to the Eldert Street Community Garden (315 Eldert St, Brooklyn) where members of the CSA will come together to pick up their share.  Shares consist of 8-10 different types of organic herbs and vegetables per week and are changing constantly throughout the season!  (check out ""The Farm"" page for a list of veggies you can look forward to recieving!)
The CSA also provides educational opportunities and events for members to get to know their neighbors and learn more about our food!  Our CSA is a volunteer run organization.  A committed community is the only way to make this happen!  Be a part of this movement and insure your families access to healthy affordable foods!","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(954) 649 2470","eldertstreetcsa@gmail.com","Free entry","","http://www.eldertstreetcsa.org/","Not accessible","315 Eldert Street","","Brooklyn","New York","United States","11237","40.693181","-73.907076","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23134","Flatbush CommUNITY Garden","Melanie Reed","4617","07/18/2011 - 13:06","07/18/2011 - 13:06","Community Garden","Community Garden, Composting Site","","The Flatbush Community Garden is a member-run community garden located on private land near Albemarle and Buckingham Roads.  The Garden was founded by Susan Siegel and launched with other community residents in Summer 2008.  Operated first as a project of Sustainable Flabush from 2008-2009, the Garden became independent in 2010.  Mission: create a space for neighbors of all ages and cultures to come together to create a community-led organic garden; to grow fruits, vegetables, herbs, and flowers in a space that fosters unity and pride within the community while supporting healthy eating and local sustainable agriculture.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","1550 Albemarle Road","","Brooklyn","New York","United States","11226","40.646740","-73.964582","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23135","Floral Vineyard Community Garden","Melanie Reed","4617","07/18/2011 - 13:08","07/18/2011 - 13:08","Community Garden","Community Garden, Composting Site","","This community garden has bins for composting leaves, garden trimmings, food scraps","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","2381 Pitkin Avenue","","Brooklyn","New York","United States","11207","40.673598","-73.884459","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23136","Floyd Bennett Gardens Association (FBGA)","Melanie Reed","4617","07/18/2011 - 13:24","03/13/2013 - 23:00","Significant Organization/Agency","Significant Organization/Agency, Composting Site","","The gardens at Floyd Bennett Field began in 1970. FBGA was formed in 1996 and now operates as a not-for-profit 501(c)(3) community garden. Members garden by permit only and volunteer as part of their agreement. Gardeners cultivate one of the largest community gardens in the U.S. The eleven acre site holds over four hundred garden plots including: a composting area, picnic area, Champions of Courage Garden with wheelchair access, Children's garden, pumpkin patch, Nature Walk and Wildlife Habitat, and an educational demonstration garden.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","718.535.7990","fbgapres@optonline.net","Free entry","","http://www.fbga.net/","Not accessible","1 Floyd Bennet Field","","Brooklyn","New York","United States","11234","40.590510","-73.889806","NYC Compost Green Map, NYC Energy","366, 22599","Yes","No","","","","","","","","Yes"
"23137","Garden of Union","Melanie Reed","4617","07/18/2011 - 13:34","07/18/2011 - 13:34","Community Garden","Community Garden, Composting Site","","This garden composts its waste and accepts material from neighbors and from the Park Slope Food Coop.  Compost contributions are encouraged and appreciated.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","uniongarden@gmail.com","Free entry","","http://www.thegardenofunion.com/","Not accessible","634-36 Union Street","","Brooklyn","New York","United States","11215","40.676940","-73.982581","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23138","Greene Acres Community Garden","Melanie Reed","4617","07/18/2011 - 13:41","07/18/2011 - 13:41","Community Garden","Community Garden, Composting Site","","Looking for a place to compost? You can join Greene Acres as a composting member -- no meetings, no open hours, no obligations, you just get a place to bring your compost. If you help out by maintaining the bins and turning the compost, you can take a bit home for your own use. A compost membership is $5, which is used to pay for keys, signs, outreach and hardware. If you don't want your own key, you can bring compost by for free anytime the garden is open.
Compost Guidelines: Only add kitchen waste to the metal bins near the gate. Yard waste should go in the big open bins. Add your scraps and cover them with a layer of sawdust. Make sure you replace the lid--it keeps the rats out.
The garden is open to the public on Monday, Thursday 6:30-8:30, Saturday morning, Sunday Afternoon.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Greene Avenue and Franklin Avenue","","Brooklyn","New York","United States","11238","40.687729","-73.956987","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23139","Hart to Hart","Melanie Reed","4617","07/18/2011 - 13:46","07/18/2011 - 13:46","Community Garden","Community Garden, Composting Site, Green Technology","","This community garden has bins for composting leaves, garden trimmings, food scraps, horse manure.  It also utilizes a rainwater collection system.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","108 Hart Street","","Brooklyn","New York","United States","11206","40.693086","-73.947316","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23140","Jefferson Street Garden","Melanie Reed","4617","07/18/2011 - 14:05","07/18/2011 - 14:05","Community Garden","Community Garden, Composting Site","","This community garden composts leaves, garden trimmings, food scraps.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","321 Jefferson Street","","Brooklyn","New York","United States","11237","40.704924","-73.925782","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23142","Prospect Farm","Melanie Reed","4617","07/18/2011 - 14:16","06/25/2013 - 15:45","Organic/Local Food","Significant Organization/Agency, Organic/Local Food, Community Garden, Composting Site","","Welcome to the Prospect Farm, a community group in Windsor Terrace, Brooklyn that is working together to grow food in a formerly vacant lot, with the mission toward creating a Community Supported Agriculture (CSA) Farm that can serve the community.  Prospect Farm is a community association with membership open to all. Members improve and farm the land and sustain ties with local residents, businesses and organizations. We support the Brooklyn Food Coalition and other initiatives for food sovereignty and food justice. The farm is repairing and expanding their current composting system in order to serve their community as a compost drop-off location. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","1194 Prospect Avenue","","Brooklyn","New York","United States","11218","40.654206","-73.976608","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","","","","","Yes"
"23143","Prospect Heights Community Farm","Melanie Reed","4617","07/18/2011 - 14:22","07/18/2011 - 14:22","Community Garden","Community Garden, Composting Site","","In the late 1990′s, community leaders and gardening enthusiasts transformed the three adjoining lots into a vibrant and dynamic public garden. In the early 2000′s, the three lots were deeded to the Trust for Public Land. Ever since, the members of the Prospect Heights Community Farm have taken responsibility for maintaining the site on behalf of TPL.
Open hours (April 1st - October 31st) are:
TUESDAY: 4-6pm
WEDNESDAY: 4-6pm
THURSDAY: 5-7pm
FRIDAY: 5-7pm
SATURDAY: 12-6pm
SUNDAY: 12-6pm","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.phcfarm.com/welcome/","Not accessible","252 Saint Mark's Avenue","","Brooklyn","New York","United States","11238","40.678009","-73.967749","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23145","Red Shed Garden","Melanie Reed","4617","07/18/2011 - 14:30","07/18/2011 - 14:30","Community Garden","Community Garden, Composting Site","","This garden contributes important green space and clean air to Brooklyn. By hosting a Community Support Agriculture (CSA) food distribution, the Red Shed also helps to bring locally grown, healthy food to the community. The garden hopes to expand on this relationship and help foster the development of a full-fledged farmer’s market in nearby Cooper Park. The Red Shed also functions an outdoor classroom for teaching local school children about nutrition and how food is grown.
Red Shed includes rainwater collection as part of our educational offerings, in addition to using it to water plants. The Red Shed gardeners use only organic gardening methods, and believe it is very important to both use and model such ecologically intelligent systems, especially when they are simple and relatively easy to replicate by other gardens and individuals.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","266 Skillman Avenue","","Brooklyn","New York","United States","11211","40.716282","-73.940323","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23146","Shiloh Community Garden","Melanie Reed","4617","07/18/2011 - 14:40","07/18/2011 - 14:40","Community Garden","Community Garden, Composting Site","",".This community garden composts leaves, garden trimmings, food scraps.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Monroe Street","","Brooklyn","New York","United States","11216","40.685257","-73.952418","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23147","St. John Cantius","Melanie Reed","4617","07/18/2011 - 14:43","07/18/2011 - 14:43","Place of Worship","Community Garden, Composting Site, Place of Worship","","This community garden composts leaves, garden trimmings, food scraps.  It also utilizes a rainwater collection system.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","476 New Jersey Avenue","","Brooklyn","New York","United States","11207","40.667635","-73.893760","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23148","Vernon-Throop Community Garden","Melanie Reed","4617","07/18/2011 - 14:46","07/18/2011 - 14:46","Community Garden","Community Garden, Composting Site","","This community garden composts leaves, garden trimmings, food scraps.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","253 Throop Avenue","","Brooklyn","New York","United States","11206","40.695193","-73.943090","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23149","Warren/St Marks Community Garden","Melanie Reed","4617","07/18/2011 - 14:52","07/18/2011 - 14:52","Community Garden","Community Garden, Composting Site","","The mission of the Warren St. Marks Community Garden is to advance gardening opportunities for its members and to make our neighborhood attractive and fun to be in. Membership is open to anyone 16 years and older who pays a nominal annual fee and follows the garden’s bylaws. The garden works with local schools and other community groups to bring further gardening opportunities to more people. In recognition of the variety of members, it have both individual plots and community plots; members are not required to tend a plot, nor are they guaranteed a plot of their own. In an effort to be responsible to our environment, Warren St. Marks composts, and does not allow the use of non-organic pesticides, herbicides or fertilizers.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","info@wsgarden.org","Free entry","","http://wsgarden.org/","Not accessible","Warren Street","","Brooklyn","New York","United States","11217","40.682149","-73.982855","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23175","Woodbine Block Association Garden","Melanie Reed","4617","07/20/2011 - 09:25","07/20/2011 - 09:25","Community Garden","Community Garden, Composting Site","","Founded in 1977 by the Woodbine Street Block Association, this community garden was saved from the City's auction block in 1999 by the Trust for Public Land.  It is now a Brooklyn-Queens Land Trust Garden, with support & inspiration provided by Council Member Diana Reyna, GreenThumb, Green Guerillas, Citizens Committee for New Yrk City, Brooklyn Botanic Garden's GreenBridge Community Garden Alliance, GrowNYC, New York Horticultural Society, and Consolidated Edison.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","646-393-9305","sean@woodbinegarden.org","Free entry","","http://www.woodbinegarden.org/","Not accessible","146 Woodbine Street","","Brooklyn","New York","United States","11221","40.692503","-73.916400","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23176","The Brooklyn New School","Melanie Reed","4617","07/20/2011 - 09:31","07/20/2011 - 09:31","School","School, Composting Site","","The Brooklyn New School, PS 146, has 25 classes, pre-K through fifth grade, with a current enrollment of approximately 620 children. BNS shares the building with its sister school, The Brooklyn School for Collaborative Studies, grades 6-12.
BNS was founded in 1987 by a committee of parents and teachers who wanted to create a school
with a racial, ethnic and economic balance
where children engaged in active learning
where children of different skill levels work together
where parents are involved in their child's education
There are six collaborative team teaching classes and three self-contained special education classes. A resource room teacher, speech and language teachers, occupational therapists and guidance professionals are available to meet special learning and social needs.
The BNS/BCS Green Committee started as a group on Earth Day, 2007, and has since spearheaded recycling, composting and gardening initiatives at 610 Henry Street.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.bns146.org/","Not accessible","610 Henry Street","","Brooklyn","New York","United States","11231","40.679453","-74.002027","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23177","MS 51 / Old Stone House","Melanie Reed","4617","07/20/2011 - 09:39","07/20/2011 - 09:39","School","School, Composting Site","","The Partnership Gardens program between MS 51 and The Old Stone House began in 2005.  Over 600 students are included in the community stewardship plan.  Jody Reiss, a science teacher at MS 51, had planted a memorial garden with students and parents in response to 9/11.  An after-school garden club cared for the space and was interested in planting more of the schoolyard.  A Con Ed Green grant  allowed for classroom education sessions and the purchase of perennial plant material that began the foundation of the History and Habitat gardens.  The Old Stone House partnered with Brooklyn Botanic Garden's Compost Program and master composter Jon Pope led a group of volunteers to build three industrial sized, rodent proof bins at the School.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","350 5th Avenue","","Brooklyn","New York","United States","11215","40.672110","-73.983879","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"23178","North Brooklyn Compost Project","Melanie Reed","4617","07/20/2011 - 09:49","03/10/2012 - 17:21","Significant Organization/Agency","Park/Recreation Area, Significant Organization/Agency, Volunteer Site, Composting Site","","The North Brooklyn Compost Project is a volunteer-run compost pile in McCarren Park, Brooklyn.  It was founded in 2004, and today helps out nearly 400 members reduce waste and produce soil. Its compost fuels backyards, container gardens, street trees, park land, and food gardens. 
SATURDAYS
DROP OFF AT GREENMARKET - 8AM TO 2PM
WORK AT THE PILE - 12PM TO 2PM","","Appointment not needed","Not child friendly","Volunteer Opportunities are Available","","Not accessible by public transport","","","northbrooklyncompost@gmail.com","Free entry","","http://northbrooklyncompostproject.wordpress.com/","Not accessible","McCarren Park 11211","","Brooklyn","New York","United States","11211","40.720917","-73.953481","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
